,,,,,,,,,,,,,,
,PA4556,PilE,2,"Type 4 fimbrial biogenesis
protein",5.00,19.00,929.00,5911.00,128.00,0.36,1.09,0.12,3.59E-01,3.69E-01
,PA5449,WbpX,3,Glycosyltransferase,1.00,2.00,33.00,102.00,2.43,1.28,1.05,0.07,8.66E-01,8.73E-01
,PA0301,SpuE,15,Spermidine/putrescine-binding periplasmic protein,1.00,4.00,99.00,302.00,1.22,0.28,1.03,0.05,8.72E-01,8.77E-01
,PA4221,FptA,4,Fe(III)-pyochelin outer membrane receptor,2.00,5.00,105.00,639.00,1.94,0.96,1.03,0.04,8.70E-01,8.76E-01
,PA3241,RssA,11,Predicted phospholipase (patatin domain),1.00,1.00,16.00,143.00,1.00,0.00,1.02,0.02,9.67E-01,9.68E-01
,PA3601,,7,50S ribosomal protein L31,1.00,1.00,16.00,,1.00,0.00,1.02,0.02,9.67E-01,9.68E-01
,PA5047,,16,Putative Zn-dependent protease,1.00,1.00,16.00,,1.00,0.00,1.02,0.02,9.67E-01,9.68E-01
,PA4527,PilC,2,Pilin protein,10.00,35.00,5190.00,,1.39,0.47,1.01,0.01,9.07E-01,9.10E-01
,*,Yellow highlight = genes used for validation in these studies.,,,,,,,,,,,,
,,Grey highlight = genes with p values below 0.05,,,,,,,,,,,,
,**,PAO1 locus number,,,,,,,,,,,,
,***,"Category: 1 = Quorum sensing; 2= Adherence/Motility; 3 = Energy/Metabolism; 4 = Fe/Heme; 5 = DNA; 6 = RNA; 7 = Protein; 8 = Virulence; 9 = Transportation; 10 = Cellular stress;
11= Fatty acids; 12 = Cell wall/Envelope; 13 = Regulation/Signal transduction; 14 = Phage; 15 = Polyamines; 16 = Unknown Based on manual annotation.",,,,,,,,,,,,
