Gene_ID	start	end	strand	Annotation	Gene_length_bp	NumberUniqueHits	NormalizeUniquehits_hitsperbp	TotalNumberReads	Pvalue-Essential	AdjPvalue-Essential	FWER-Essential	Pvalue-ImprovedFitness	AdjPvalue-ImprovedFitness	FWER-ImprovedFitness	Library
MPAO1_06930	1451527	1452378	+	S-formylglutathione hydrolase	852	0	0	0	0.728482285	1	1	0.271517715	0.395632407	1	Ess541
MPAO1_06930	1451527	1452378	+	S-formylglutathione hydrolase	852	0	0	0	0.932047599	1	1	0.067952401	0.115674547	1	Ess538
MPAO1_06930	1451527	1452378	+	S-formylglutathione hydrolase	852	0.0	0.0	0.0	0.8199618970540633	1.0	1.0	0.1800381029459367	0.2807066231077496	1.0	Ess540
MPAO1_06930	1451527	1452378	+	S-formylglutathione hydrolase	852	0.0	0.0	0.0	0.9126403080164353	1.0	1.0	0.08735969198356475	0.14738813704919448	1.0	Ess539
MPAO1_06935	1452449	1452922	+	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	474	0	0	0	0.861055593	1	1	0.138944407	0.391147137	1	Ess541
MPAO1_06935	1452449	1452922	+	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	474	0	0	0	0.967315146	1	1	0.032684854	0.139623235	1	Ess538
MPAO1_06935	1452449	1452922	+	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	474	0.0	0.0	0.0	0.9105241224373001	1.0	1.0	0.08947587756269992	0.2969730142933654	1.0	Ess540
MPAO1_06935	1452449	1452922	+	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	474	0.0	0.0	0.0	0.957750992366244	1.0	1.0	0.04224900763375605	0.1760025987747825	1.0	Ess539
MPAO1_06940	1452919	1453986	+	tRNA pseudouridine(13) synthase TruD	1068	0	0	0	0.946737603	1	1	0.053262397	0.118275922	1	Ess538
MPAO1_06940	1452919	1453986	+	tRNA pseudouridine(13) synthase TruD	1068	0.0	0.0	0.0	0.9313693609577646	1.0	1.0	0.06863063904223543	0.1505264538396492	1.0	Ess539
MPAO1_06940	1452919	1453986	+	tRNA pseudouridine(13) synthase TruD	1068	1	0.001039501	10	0.97504915	1	1	0.02495085	0.3295755	1	Ess541
MPAO1_06940	1452919	1453986	+	tRNA pseudouridine(13) synthase TruD	1068	1.0	0.0010395010395010396	19.0	0.989606194445509	1.0	1.0	0.010393805554490987	0.23318621774541232	1.0	Ess540
MPAO1_06945	1453974	1454723	+	5'-nucleotidase SurE	750	0	0	0	0.722099926	1	1	0.277900074	0.396961515	1	Ess541
MPAO1_06945	1453974	1454723	+	5'-nucleotidase SurE	750	0	0	0	0.930227449	1	1	0.069772551	0.115430075	1	Ess538
MPAO1_06945	1453974	1454723	+	5'-nucleotidase SurE	750	0.0	0.0	0.0	0.8154532187609116	1.0	1.0	0.1845467812390884	0.2810274559905082	1.0	Ess540
MPAO1_06945	1453974	1454723	+	5'-nucleotidase SurE	750	0.0	0.0	0.0	0.9103258146767906	1.0	1.0	0.08967418532320937	0.14711271597259967	1.0	Ess539
MPAO1_06950	1454756	1455391	+	protein-L-isoaspartate(D-aspartate) O-methyltransferase	636	0	0	0	0.795492228	1	1	0.204507772	0.388902194	1	Ess541
MPAO1_06950	1454756	1455391	+	protein-L-isoaspartate(D-aspartate) O-methyltransferase	636	0	0	0	0.950446139	1	1	0.049553861	0.12126461	1	Ess538
MPAO1_06950	1454756	1455391	+	protein-L-isoaspartate(D-aspartate) O-methyltransferase	636	0.0	0.0	0.0	0.8664427536002431	1.0	1.0	0.13355724639975686	0.2830027016358222	1.0	Ess540
MPAO1_06950	1454756	1455391	+	protein-L-isoaspartate(D-aspartate) O-methyltransferase	636	0.0	0.0	0.0	0.9361113742100463	1.0	1.0	0.06388862578995369	0.15416147060482258	1.0	Ess539
MPAO1_06955	1455437	1456330	+	lipoprotein NlpD/LppB	894	0	0	0	0.655478816	1	1	0.344521184	0.423482961	1	Ess541
MPAO1_06955	1455437	1456330	+	lipoprotein NlpD/LppB	894	0	0	0	0.910438867	1	1	0.089561133	0.119972731	1	Ess538
MPAO1_06955	1455437	1456330	+	lipoprotein NlpD/LppB	894	0.0	0.0	0.0	0.7674643814891091	1.0	1.0	0.23253561851089088	0.2964955239928453	1.0	Ess540
MPAO1_06955	1455437	1456330	+	lipoprotein NlpD/LppB	894	0.0	0.0	0.0	0.8852505286203466	1.0	1.0	0.11474947137965341	0.15284327957616195	1.0	Ess539
MPAO1_06960	1456435	1457439	+	RNA polymerase sigma factor RpoS	1005	0	0	0	0.922982321	1	1	0.077017679	0.116049709	1	Ess538
MPAO1_06960	1456435	1457439	+	RNA polymerase sigma factor RpoS	1005	0.0	0.0	0.0	0.7976650622829506	1.0	1.0	0.20233493771704936	0.28486820692235115	1.0	Ess540
MPAO1_06960	1456435	1457439	+	RNA polymerase sigma factor RpoS	1005	0.0	0.0	0.0	0.9011263891527047	1.0	1.0	0.09887361084729529	0.14788271871765948	1.0	Ess539
MPAO1_06960	1456435	1457439	+	RNA polymerase sigma factor RpoS	1005	1	0.001104972	32	0.949750927	1	1	0.050249073	0.379157963	1	Ess541
MPAO1_06965	1457866	1458189	-	Ferredoxin 1	324	0	0	0	0.868666127	1	1	0.131333873	0.393466109	1	Ess541
MPAO1_06965	1457866	1458189	-	Ferredoxin 1	324	0	0	0	0.969207865	1	1	0.030792135	0.144220054	1	Ess538
MPAO1_06965	1457866	1458189	-	Ferredoxin 1	324	0.0	0.0	0.0	0.9155584521226523	1.0	1.0	0.0844415478773477	0.3002706705523592	1.0	Ess540
MPAO1_06965	1457866	1458189	-	Ferredoxin 1	324	0.0	0.0	0.0	0.9601860636968935	1.0	1.0	0.03981393630310648	0.18127522663800147	1.0	Ess539
MPAO1_06970	1458256	1460823	-	DNA mismatch repair protein MutS	2568	0	0	0	0.448978757	1	1	0.551021243	0.567730563	1	Ess541
MPAO1_06970	1458256	1460823	-	DNA mismatch repair protein MutS	2568	0.0	0.0	0.0	0.6054657188358857	1.0	1.0	0.39453428116411426	0.4090796445021457	1.0	Ess540
MPAO1_06970	1458256	1460823	-	DNA mismatch repair protein MutS	2568	1	4.33E-04	14	0.986081186	1	1	0.013918814	0.175945779	1	Ess538
MPAO1_06970	1458256	1460823	-	DNA mismatch repair protein MutS	2568	1.0	4.3252595155709344E-4	53.0	0.977312965446652	1.0	1.0	0.022687034553347973	0.20611188424200833	1.0	Ess539
MPAO1_06975	1460803	1460967	+	TolB-like translocation protein	165	0	0	0	0.948570977	1	1	0.051429023	0.380730224	1	Ess541
MPAO1_06975	1460803	1460967	+	TolB-like translocation protein	165	0	0	0	0.988339946	1	1	0.011660054	0.219672429	1	Ess538
MPAO1_06975	1460803	1460967	+	TolB-like translocation protein	165	0.0	0.0	0.0	0.9674583528688324	1.0	1.0	0.032541647131167584	0.31512323202142184	1.0	Ess540
MPAO1_06975	1460803	1460967	+	TolB-like translocation protein	165	0.0	0.0	0.0	0.9848799003171437	1.0	1.0	0.015120099682856325	0.2637268425395533	1.0	Ess539
MPAO1_06980	1460949	1461956	-	TolB-like translocation protein	1008	0	0	0	0.691017153	1	1	0.308982847	0.406218111	1	Ess541
MPAO1_06980	1460949	1461956	-	TolB-like translocation protein	1008	0	0	0	0.921179874	1	1	0.078820126	0.116378976	1	Ess538
MPAO1_06980	1460949	1461956	-	TolB-like translocation protein	1008	0.0	0.0	0.0	0.7932789863391272	1.0	1.0	0.2067210136608728	0.28563848573075	1.0	Ess540
MPAO1_06980	1460949	1461956	-	TolB-like translocation protein	1008	0.0	0.0	0.0	0.8988410955846341	1.0	1.0	0.1011589044153659	0.148282304277686	1.0	Ess539
MPAO1_06985	1462104	1462610	+	CinA family protein	507	0	0	0	0.915762919	1	1	0.084237081	0.401903864	1	Ess541
MPAO1_06985	1462104	1462610	+	CinA family protein	507	0	0	0	0.980642206	1	1	0.019357794	0.184118302	1	Ess538
MPAO1_06985	1462104	1462610	+	CinA family protein	507	0.0	0.0	0.0	0.9463543824989676	1.0	1.0	0.05364561750103236	0.31691350720710376	1.0	Ess540
MPAO1_06985	1462104	1462610	+	CinA family protein	507	0.0	0.0	0.0	0.9749270579973269	1.0	1.0	0.02507294200267307	0.22604103234925202	1.0	Ess539
MPAO1_06990	1462744	1463784	+	DNA recombination/repair protein RecA	1041	0	0	0	0.605568685	1	1	0.394431315	0.450362717	1	Ess541
MPAO1_06990	1462744	1463784	+	DNA recombination/repair protein RecA	1041	0	0	0	0.894561725	1	1	0.105438275	0.128289418	1	Ess538
MPAO1_06990	1462744	1463784	+	DNA recombination/repair protein RecA	1041	0.0	0.0	0.0	0.7303089897360973	1.0	1.0	0.26969101026390274	0.3165422840118251	1.0	Ess540
MPAO1_06990	1462744	1463784	+	DNA recombination/repair protein RecA	1041	0.0	0.0	0.0	0.8652490004939305	1.0	1.0	0.1347509995060695	0.1632453369943686	1.0	Ess539
MPAO1_06995	1463790	1464251	+	regulatory protein RecX	462	0	0	0	0.846033974	1	1	0.153966026	0.391441308	1	Ess541
MPAO1_06995	1463790	1464251	+	regulatory protein RecX	462	0	0	0	0.963540789	1	1	0.036459211	0.134193639	1	Ess538
MPAO1_06995	1463790	1464251	+	regulatory protein RecX	462	0.0	0.0	0.0	0.9005383568083634	1.0	1.0	0.09946164319163664	0.29393440858745107	1.0	Ess540
MPAO1_06995	1463790	1464251	+	regulatory protein RecX	462	0.0	0.0	0.0	0.9528993603667724	1.0	1.0	0.04710063963322764	0.1699555308558085	1.0	Ess539
MPAO1_07000	1464273	1465343	-	LOG family protein	1071	0	0	0	0.734921055	1	1	0.265078945	0.394264686	1	Ess541
MPAO1_07000	1464273	1465343	-	LOG family protein	1071	0	0	0	0.933871311	1	1	0.066128689	0.115720283	1	Ess538
MPAO1_07000	1464273	1465343	-	LOG family protein	1071	0.0	0.0	0.0	0.8244955040365419	1.0	1.0	0.17550449596345807	0.2803302791503279	1.0	Ess540
MPAO1_07000	1464273	1465343	-	LOG family protein	1071	0.0	0.0	0.0	0.9149606859298588	1.0	1.0	0.0850393140701412	0.14740816517378058	1.0	Ess539
MPAO1_07005	1465426	1466829	-	MBL fold metallo-hydrolase	1404	0	0	0	0.564403701	1	1	0.435596299	0.476005772	1	Ess541
MPAO1_07005	1465426	1466829	-	MBL fold metallo-hydrolase	1404	0	0	0	0.880681305	1	1	0.119318695	0.136583308	1	Ess538
MPAO1_07005	1465426	1466829	-	MBL fold metallo-hydrolase	1404	0.0	0.0	0.0	0.6987948324572564	1.0	1.0	0.3012051675427436	0.3358914769144844	1.0	Ess540
MPAO1_07005	1465426	1466829	-	MBL fold metallo-hydrolase	1404	0.0	0.0	0.0	0.8478495722788789	1.0	1.0	0.15215042772112108	0.17355719273137002	1.0	Ess539
MPAO1_07010	1467009	1469414	+	phosphoketolase	2406	0	0	0	0.390012638	1	1	0.609987362	0.62043705	1	Ess541
MPAO1_07010	1467009	1469414	+	phosphoketolase	2406	0	0	0	0.811265894	1	1	0.188734106	0.193879601	1	Ess538
MPAO1_07010	1467009	1469414	+	phosphoketolase	2406	0.0	0.0	0.0	0.5543392563507126	1.0	1.0	0.4456607436492874	0.45471165616568504	1.0	Ess540
MPAO1_07010	1467009	1469414	+	phosphoketolase	2406	0.0	0.0	0.0	0.762082038438111	1.0	1.0	0.23791796156188905	0.24427629311105398	1.0	Ess539
MPAO1_07015	1469538	1469759	-	hypothetical protein	222	0	0	0	0.923856989	1	1	0.076143011	0.401406831	1	Ess541
MPAO1_07015	1469538	1469759	-	hypothetical protein	222	0	0	0	0.982561002	1	1	0.017438998	0.194140964	1	Ess538
MPAO1_07015	1469538	1469759	-	hypothetical protein	222	0.0	0.0	0.0	0.9515868193375707	1.0	1.0	0.04841318066242928	0.32227936119338535	1.0	Ess540
MPAO1_07015	1469538	1469759	-	hypothetical protein	222	0.0	0.0	0.0	0.9774057992853298	1.0	1.0	0.02259420071467022	0.23800844408751173	1.0	Ess539
MPAO1_07020	1469778	1470188	-	hypothetical protein	411	0	0	0	0.846033974	1	1	0.153966026	0.391441308	1	Ess541
MPAO1_07020	1469778	1470188	-	hypothetical protein	411	0	0	0	0.963540789	1	1	0.036459211	0.134193639	1	Ess538
MPAO1_07020	1469778	1470188	-	hypothetical protein	411	0.0	0.0	0.0	0.9005383568083634	1.0	1.0	0.09946164319163664	0.29393440858745107	1.0	Ess540
MPAO1_07020	1469778	1470188	-	hypothetical protein	411	0.0	0.0	0.0	0.9528993603667724	1.0	1.0	0.04710063963322764	0.1699555308558085	1.0	Ess539
MPAO1_07025	1470364	1471428	-	spermidine/putrescine ABC transporter substrate-binding protein	1065	0	0	0	0.673013451	1	1	0.326986549	0.414587346	1	Ess541
MPAO1_07025	1470364	1471428	-	spermidine/putrescine ABC transporter substrate-binding protein	1065	0	0	0	0.915793623	1	1	0.084206377	0.118017426	1	Ess538
MPAO1_07025	1470364	1471428	-	spermidine/putrescine ABC transporter substrate-binding protein	1065	0.0	0.0	0.0	0.7802649335956766	1.0	1.0	0.2197350664043234	0.290836009980773	1.0	Ess540
MPAO1_07025	1470364	1471428	-	spermidine/putrescine ABC transporter substrate-binding protein	1065	0.0	0.0	0.0	0.8920199297168134	1.0	1.0	0.10798007028318657	0.15029762091512447	1.0	Ess539
MPAO1_07030	1471517	1472287	-	ABC transporter permease	771	0	0	0	0.747969827	1	1	0.252030173	0.392017294	1	Ess541
MPAO1_07030	1471517	1472287	-	ABC transporter permease	771	0	0	0	0.937529448	1	1	0.062470552	0.115982914	1	Ess538
MPAO1_07030	1471517	1472287	-	ABC transporter permease	771	0.0	0.0	0.0	0.8336380561590307	1.0	1.0	0.16636194384096925	0.2795527461112685	1.0	Ess540
MPAO1_07030	1471517	1472287	-	ABC transporter permease	771	0.0	0.0	0.0	0.9196191553619372	1.0	1.0	0.08038084463806283	0.1477881153526848	1.0	Ess539
MPAO1_07035	1472280	1473173	-	ABC transporter permease	894	0	0	0	0.697124783	1	1	0.302875217	0.404246259	1	Ess541
MPAO1_07035	1472280	1473173	-	ABC transporter permease	894	0	0	0	0.922982321	1	1	0.077017679	0.116049709	1	Ess538
MPAO1_07035	1472280	1473173	-	ABC transporter permease	894	0.0	0.0	0.0	0.7976650622829506	1.0	1.0	0.20233493771704936	0.28486820692235115	1.0	Ess540
MPAO1_07035	1472280	1473173	-	ABC transporter permease	894	0.0	0.0	0.0	0.9011263891527047	1.0	1.0	0.09887361084729529	0.14788271871765948	1.0	Ess539
MPAO1_07040	1473178	1474269	-	Spermidine/putrescine import ATP-binding protein PotA 2	1092	0	0	0	0.741416735	1	1	0.258583265	0.39356614	1	Ess541
MPAO1_07040	1473178	1474269	-	Spermidine/putrescine import ATP-binding protein PotA 2	1092	0	0	0	0.935698592	1	1	0.064301408	0.115797695	1	Ess538
MPAO1_07040	1473178	1474269	-	Spermidine/putrescine import ATP-binding protein PotA 2	1092	0.0	0.0	0.0	0.8290541775402155	1.0	1.0	0.1709458224597845	0.2798940235149341	1.0	Ess540
MPAO1_07040	1473178	1474269	-	Spermidine/putrescine import ATP-binding protein PotA 2	1092	0.0	0.0	0.0	0.917286963378525	1.0	1.0	0.082713036621475	0.14755302860729289	1.0	Ess539
MPAO1_07045	1474528	1475244	+	DTW domain-containing protein	717	0	0	0	0.823991477	1	1	0.176008523	0.389818425	1	Ess541
MPAO1_07045	1474528	1475244	+	DTW domain-containing protein	717	0	0	0	0.957906849	1	1	0.042093151	0.127406561	1	Ess538
MPAO1_07045	1474528	1475244	+	DTW domain-containing protein	717	0.0	0.0	0.0	0.885764672045719	1.0	1.0	0.11423532795428104	0.28769291247440615	1.0	Ess540
MPAO1_07045	1474528	1475244	+	DTW domain-containing protein	717	0.0	0.0	0.0	0.945667954699707	1.0	1.0	0.05433204530029301	0.16178508727209845	1.0	Ess539
MPAO1_07050	1475248	1476174	-	DMT family transporter	927	0	0	0	0.728482285	1	1	0.271517715	0.395632407	1	Ess541
MPAO1_07050	1475248	1476174	-	DMT family transporter	927	0	0	0	0.932047599	1	1	0.067952401	0.115674547	1	Ess538
MPAO1_07050	1475248	1476174	-	DMT family transporter	927	0.0	0.0	0.0	0.8199618970540633	1.0	1.0	0.1800381029459367	0.2807066231077496	1.0	Ess540
MPAO1_07050	1475248	1476174	-	DMT family transporter	927	0.0	0.0	0.0	0.9126403080164353	1.0	1.0	0.08735969198356475	0.14738813704919448	1.0	Ess539
MPAO1_07055	1476307	1476960	+	DNA-binding response regulator	654	0	0	0	0.853511737	1	1	0.146488263	0.391034519	1	Ess541
MPAO1_07055	1476307	1476960	+	DNA-binding response regulator	654	0	0	0	0.965426123	1	1	0.034573877	0.136209952	1	Ess538
MPAO1_07055	1476307	1476960	+	DNA-binding response regulator	654	0.0	0.0	0.0	0.9055174747369944	1.0	1.0	0.0944825252630056	0.29462508408273047	1.0	Ess540
MPAO1_07055	1476307	1476960	+	DNA-binding response regulator	654	0.0	0.0	0.0	0.9553220964765943	1.0	1.0	0.044677903523405726	0.17232068038751894	1.0	Ess539
MPAO1_07060	1477032	1477403	+	diacylglycerol kinase	372	0	0	0	0.899786898	1	1	0.100213102	0.40318454	1	Ess541
MPAO1_07060	1477032	1477403	+	diacylglycerol kinase	372	0	0	0	0.976815849	1	1	0.023184151	0.170345551	1	Ess538
MPAO1_07060	1477032	1477403	+	diacylglycerol kinase	372	0.0	0.0	0.0	0.9359756645356744	1.0	1.0	0.06402433546432562	0.31598240458380017	1.0	Ess540
MPAO1_07060	1477032	1477403	+	diacylglycerol kinase	372	0.0	0.0	0.0	0.9699884180487068	1.0	1.0	0.030011581951293165	0.2105108337824597	1.0	Ess539
MPAO1_07065	1477473	1479083	-	FMN-binding glutamate synthase family protein	1611	0	0	0	0.540108957	1	1	0.459891043	0.493381922	1	Ess541
MPAO1_07065	1477473	1479083	-	FMN-binding glutamate synthase family protein	1611	0	0	0	0.872115626	1	1	0.127884374	0.142530214	1	Ess538
MPAO1_07065	1477473	1479083	-	FMN-binding glutamate synthase family protein	1611	0.0	0.0	0.0	0.6797928361764712	1.0	1.0	0.32020716382352876	0.34939255781598333	1.0	Ess540
MPAO1_07065	1477473	1479083	-	FMN-binding glutamate synthase family protein	1611	0.0	0.0	0.0	0.8371530567972376	1.0	1.0	0.16284694320276238	0.18105056405255104	1.0	Ess539
MPAO1_07070	1479327	1479590	+	50S ribosomal protein L31 type B	264	0	0	0	0.884089588	1	1	0.115910412	0.400071287	1	Ess541
MPAO1_07070	1479327	1479590	+	50S ribosomal protein L31 type B	264	0	0	0	0.973004421	1	1	0.026995579	0.156489165	1	Ess538
MPAO1_07070	1479327	1479590	+	50S ribosomal protein L31 type B	264	0.0	0.0	0.0	0.9257107705146099	1.0	1.0	0.07428922948539007	0.3090389886165059	1.0	Ess540
MPAO1_07070	1479327	1479590	+	50S ribosomal protein L31 type B	264	0.0	0.0	0.0	0.9650747955250746	1.0	1.0	0.03492520447492542	0.1953285936285553	1.0	Ess539
MPAO1_07075	1479590	1479742	+	50S ribosomal protein L36	153	0	0	0	0.948570977	1	1	0.051429023	0.380730224	1	Ess541
MPAO1_07075	1479590	1479742	+	50S ribosomal protein L36	153	0	0	0	0.988339946	1	1	0.011660054	0.219672429	1	Ess538
MPAO1_07075	1479590	1479742	+	50S ribosomal protein L36	153	0.0	0.0	0.0	0.9674583528688324	1.0	1.0	0.032541647131167584	0.31512323202142184	1.0	Ess540
MPAO1_07075	1479590	1479742	+	50S ribosomal protein L36	153	0.0	0.0	0.0	0.9848799003171437	1.0	1.0	0.015120099682856325	0.2637268425395533	1.0	Ess539
MPAO1_07080	1479770	1480555	-	LuxR family transcriptional regulator	786	0	0	0	0.952305851	1	1	0.047694149	0.122797287	1	Ess538
MPAO1_07080	1479770	1480555	-	LuxR family transcriptional regulator	786	0.0	0.0	0.0	0.9384914270502968	1.0	1.0	0.061508572949703244	0.15604117039203955	1.0	Ess539
MPAO1_07080	1479770	1480555	-	LuxR family transcriptional regulator	786	1	0.001412429	20	0.979853005	1	1	0.020146995	0.315797436	1	Ess541
MPAO1_07080	1479770	1480555	-	LuxR family transcriptional regulator	786	1.0	0.0014124293785310734	11.0	0.9916605861223515	1.0	1.0	0.008339413877648472	0.2168985609416713	1.0	Ess540
MPAO1_07085	1480683	1481498	+	carbon-nitrogen hydrolase	816	0	0	0	0.722099926	1	1	0.277900074	0.396961515	1	Ess541
MPAO1_07085	1480683	1481498	+	carbon-nitrogen hydrolase	816	0	0	0	0.930227449	1	1	0.069772551	0.115430075	1	Ess538
MPAO1_07085	1480683	1481498	+	carbon-nitrogen hydrolase	816	0.0	0.0	0.0	0.8154532187609116	1.0	1.0	0.1845467812390884	0.2810274559905082	1.0	Ess540
MPAO1_07085	1480683	1481498	+	carbon-nitrogen hydrolase	816	0.0	0.0	0.0	0.9103258146767906	1.0	1.0	0.08967418532320937	0.14711271597259967	1.0	Ess539
MPAO1_07090	1481698	1483020	+	APC family permease	1323	0	0	0	0.600263194	1	1	0.399736806	0.453600955	1	Ess541
MPAO1_07090	1481698	1483020	+	APC family permease	1323	0	0	0	0.892814779	1	1	0.107185221	0.129344022	1	Ess538
MPAO1_07090	1481698	1483020	+	APC family permease	1323	0.0	0.0	0.0	0.726293280834078	1.0	1.0	0.27370671916592204	0.3188995233413855	1.0	Ess540
MPAO1_07090	1481698	1483020	+	APC family permease	1323	0.0	0.0	0.0	0.863054693458413	1.0	1.0	0.136945306541587	0.1645471201658725	1.0	Ess539
MPAO1_07095	1483110	1484183	+	bifunctional transcriptional activator/DNA repair protein Ada	1074	0	0	0	0.7816144	1	1	0.2183856	0.387698749	1	Ess541
MPAO1_07095	1483110	1484183	+	bifunctional transcriptional activator/DNA repair protein Ada	1074	0	0	0	0.946737603	1	1	0.053262397	0.118275922	1	Ess538
MPAO1_07095	1483110	1484183	+	bifunctional transcriptional activator/DNA repair protein Ada	1074	0.0	0.0	0.0	0.8569404306467528	1.0	1.0	0.14305956935324715	0.27983499123407213	1.0	Ess540
MPAO1_07095	1483110	1484183	+	bifunctional transcriptional activator/DNA repair protein Ada	1074	0.0	0.0	0.0	0.9313693609577646	1.0	1.0	0.06863063904223543	0.1505264538396492	1.0	Ess539
MPAO1_07100	1484180	1485589	-	MFS transporter	1410	0	0	0	0.53068644	1	1	0.46931356	0.500476253	1	Ess541
MPAO1_07100	1484180	1485589	-	MFS transporter	1410	0	0	0	0.868712727	1	1	0.131287273	0.144921425	1	Ess538
MPAO1_07100	1484180	1485589	-	MFS transporter	1410	0.0	0.0	0.0	0.6723375126204982	1.0	1.0	0.32766248737950177	0.35476148477007025	1.0	Ess540
MPAO1_07100	1484180	1485589	-	MFS transporter	1410	0.0	0.0	0.0	0.8329123318163338	1.0	1.0	0.16708766818366616	0.18402497912377547	1.0	Ess539
MPAO1_07105	1485551	1485748	+	hypothetical protein	198	0	0	0	0.956955025	1	1	0.043044975	0.371539449	1	Ess541
MPAO1_07105	1485551	1485748	+	hypothetical protein	198	0	0	0	0.990273804	1	1	0.009726196	0.223322584	1	Ess538
MPAO1_07105	1485551	1485748	+	hypothetical protein	198	0.0	0.0	0.0	0.972807474528731	1.0	1.0	0.027192525471269047	0.3038738873006073	1.0	Ess540
MPAO1_07105	1485551	1485748	+	hypothetical protein	198	0.0	0.0	0.0	0.9873839465969289	1.0	1.0	0.012616053403071148	0.2677153859323184	1.0	Ess539
MPAO1_07110	1485808	1486695	-	LysR family transcriptional regulator	888	0	0	0	0.7816144	1	1	0.2183856	0.387698749	1	Ess541
MPAO1_07110	1485808	1486695	-	LysR family transcriptional regulator	888	0	0	0	0.946737603	1	1	0.053262397	0.118275922	1	Ess538
MPAO1_07110	1485808	1486695	-	LysR family transcriptional regulator	888	0.0	0.0	0.0	0.8569404306467528	1.0	1.0	0.14305956935324715	0.27983499123407213	1.0	Ess540
MPAO1_07110	1485808	1486695	-	LysR family transcriptional regulator	888	0.0	0.0	0.0	0.9313693609577646	1.0	1.0	0.06863063904223543	0.1505264538396492	1.0	Ess539
MPAO1_07115	1486809	1488536	+	acyl-CoA dehydrogenase	1728	0	0	0	0.584623988	1	1	0.415376012	0.463034364	1	Ess541
MPAO1_07115	1486809	1488536	+	acyl-CoA dehydrogenase	1728	0	0	0	0.887594383	1	1	0.112405617	0.13227632	1	Ess538
MPAO1_07115	1486809	1488536	+	acyl-CoA dehydrogenase	1728	0.0	0.0	0.0	0.7143781548484418	1.0	1.0	0.2856218451515582	0.3261237773505943	1.0	Ess540
MPAO1_07115	1486809	1488536	+	acyl-CoA dehydrogenase	1728	0.0	0.0	0.0	0.8565051050539667	1.0	1.0	0.1434948949460333	0.16825513514717408	1.0	Ess539
MPAO1_07120	1488575	1489762	+	CoA transferase	1188	0	0	0	0.684963033	1	1	0.315036967	0.408422429	1	Ess541
MPAO1_07120	1488575	1489762	+	CoA transferase	1188	0	0	0	0.919380946	1	1	0.080619054	0.116776441	1	Ess538
MPAO1_07120	1488575	1489762	+	CoA transferase	1188	0.0	0.0	0.0	0.7889170278640193	1.0	1.0	0.2110829721359807	0.28661254567227873	1.0	Ess540
MPAO1_07120	1488575	1489762	+	CoA transferase	1188	0.0	0.0	0.0	0.8965615976150002	1.0	1.0	0.1034384023849998	0.1487670489892412	1.0	Ess539
MPAO1_07125	1489822	1490619	+	enoyl-CoA hydratase	798	0	0	0	0.802523273	1	1	0.197476727	0.388606697	1	Ess541
MPAO1_07125	1489822	1490619	+	enoyl-CoA hydratase	798	0	0	0	0.952305851	1	1	0.047694149	0.122797287	1	Ess538
MPAO1_07125	1489822	1490619	+	enoyl-CoA hydratase	798	0.0	0.0	0.0	0.8712333553730242	1.0	1.0	0.12876664462697585	0.28411799441342495	1.0	Ess540
MPAO1_07125	1489822	1490619	+	enoyl-CoA hydratase	798	0.0	0.0	0.0	0.9384914270502968	1.0	1.0	0.061508572949703244	0.15604117039203955	1.0	Ess539
MPAO1_07130	1490616	1492148	+	3-hydroxyacyl-CoA dehydrogenase	1533	0	0	0	0.605568685	1	1	0.394431315	0.450362717	1	Ess541
MPAO1_07130	1490616	1492148	+	3-hydroxyacyl-CoA dehydrogenase	1533	0	0	0	0.894561725	1	1	0.105438275	0.128289418	1	Ess538
MPAO1_07130	1490616	1492148	+	3-hydroxyacyl-CoA dehydrogenase	1533	0.0	0.0	0.0	0.7303089897360973	1.0	1.0	0.26969101026390274	0.3165422840118251	1.0	Ess540
MPAO1_07130	1490616	1492148	+	3-hydroxyacyl-CoA dehydrogenase	1533	0.0	0.0	0.0	0.8652490004939305	1.0	1.0	0.1347509995060695	0.1632453369943686	1.0	Ess539
MPAO1_07135	1492171	1493376	+	3-oxoadipyl-CoA thiolase	1206	0	0	0	0.722099926	1	1	0.277900074	0.396961515	1	Ess541
MPAO1_07135	1492171	1493376	+	3-oxoadipyl-CoA thiolase	1206	0	0	0	0.930227449	1	1	0.069772551	0.115430075	1	Ess538
MPAO1_07135	1492171	1493376	+	3-oxoadipyl-CoA thiolase	1206	0.0	0.0	0.0	0.8154532187609116	1.0	1.0	0.1845467812390884	0.2810274559905082	1.0	Ess540
MPAO1_07135	1492171	1493376	+	3-oxoadipyl-CoA thiolase	1206	0.0	0.0	0.0	0.9103258146767906	1.0	1.0	0.08967418532320937	0.14711271597259967	1.0	Ess539
MPAO1_07140	1493429	1494679	+	"outer membrane porin, OprD family"	1251	0	0	0	0.661272337	1	1	0.338727663	0.421027956	1	Ess541
MPAO1_07140	1493429	1494679	+	"outer membrane porin, OprD family"	1251	0	0	0	0.912220298	1	1	0.087779702	0.119354405	1	Ess538
MPAO1_07140	1493429	1494679	+	outer membrane porin, OprD family	1251	0.0	0.0	0.0	0.7717077272972781	1.0	1.0	0.2282922727027219	0.29485870774480316	1.0	Ess540
